INSERTED;UUID;LINE;NAME;DIRECT_LINK;GROUP_NAME;GROUP_NAME_CNT;CHANGE_SAME;CHANGE_DIFF;HUMANIZE_DIRECT_LINK;HUMANIZE_CHANGE_SAME;LATITUDE;LONGITUDE
3060;4210c802-0926-44df-a4a3-150a0081b1aa;M11;Goncourt;f1ad70bd-5d00-43df-8f2f-d403a99954e8/0781e432-ee8b-4a7d-805d-6402004e8a85;Goncourt;1;;;République / Belleville;;48,86995751270;2,37109483973
3070;0781e432-ee8b-4a7d-805d-6402004e8a85;M11;Belleville;4210c802-0926-44df-a4a3-150a0081b1aa/ae3b3a1f-8fc7-490e-b87e-04e0ee595633;Belleville;2;eb12bfff-2545-4cc0-bd66-abcb3bdee780;;Goncourt / Pyrénées;Belleville;48,87184879380;2,37659368274
3080;ae3b3a1f-8fc7-490e-b87e-04e0ee595633;M11;Pyrénées;0781e432-ee8b-4a7d-805d-6402004e8a85/d86f7504-b630-4e13-91bc-a4396bb40a01;Pyrénées;1;;;Belleville / Jourdain;;48,87388185420;2,38531621510
3090;d86f7504-b630-4e13-91bc-a4396bb40a01;M11;Jourdain;ae3b3a1f-8fc7-490e-b87e-04e0ee595633/f327c7c3-fd0f-498d-9955-fc5767c24166;Jourdain;1;;;Pyrénées / Place des Fêtes;;48,87511181700;2,38941503204
3100;f327c7c3-fd0f-498d-9955-fc5767c24166;M11;Place des Fêtes;d86f7504-b630-4e13-91bc-a4396bb40a01/67d64876-9e73-4261-a091-9498c168fa6b;Place des Fêtes;2;b0159fb7-cc52-43e7-92e9-c4b3d21f2b92;;Jourdain / Télégraphe;Place des Fêtes;48,87680638920;2,39305609332
3110;67d64876-9e73-4261-a091-9498c168fa6b;M11;Télégraphe;f327c7c3-fd0f-498d-9955-fc5767c24166/2f7ffcbd-6ec8-47c7-951c-6e03298a828c;Télégraphe;1;;;Place des Fêtes / Porte des Lilas;;48,87547445670;2,39886759390
3120;2f7ffcbd-6ec8-47c7-951c-6e03298a828c;M11;Porte des Lilas;67d64876-9e73-4261-a091-9498c168fa6b/f919412c-bc73-4a31-af28-dcf96fdf5de3;Porte des Lilas;2;ed9de319-e425-4801-b53a-8e42740e5f4b;;Télégraphe / Mairie des Lilas;Porte des Lilas;48,87717481930;2,40648015700
3130;f919412c-bc73-4a31-af28-dcf96fdf5de3;M11;Mairie des Lilas;2f7ffcbd-6ec8-47c7-951c-6e03298a828c;Mairie des Lilas;1;;;Porte des Lilas;;48,87976125400;2,41647964367
3140;23d4d43e-f60c-4a5c-9adb-45b88cba4c61;M12;Front Populaire;29203577-26e0-4c0f-8968-e590c17c8c56;Front Populaire;1;;;Porte de la Chapelle;;48,90656714600;2,36592031940
3150;29203577-26e0-4c0f-8968-e590c17c8c56;M12;Porte de la Chapelle;23d4d43e-f60c-4a5c-9adb-45b88cba4c61/a9f5921b-636b-4aae-a36e-aaee08d66ae6;Porte de la Chapelle;1;;;Front Populaire / Marx Dormoy;;48,89724528810;2,35950786882
3160;a9f5921b-636b-4aae-a36e-aaee08d66ae6;M12;Marx Dormoy;29203577-26e0-4c0f-8968-e590c17c8c56/e8a7c66f-1db1-41fc-97a0-519752af401e;Marx Dormoy;1;;;Porte de la Chapelle / Marcadet - Poissonniers;;48,89048545380;2,35999576641
3170;e8a7c66f-1db1-41fc-97a0-519752af401e;M12;Marcadet - Poissonniers;a9f5921b-636b-4aae-a36e-aaee08d66ae6/f37a9c7c-c379-4820-97ef-c39c0d28d64c;Marcadet - Poissonniers;2;d1d23771-c86a-4e7b-9dbd-a035b2afa48a;;Marx Dormoy / Jules Joffrin;Marcadet - Poissonniers;48,89146500030;2,34981545185
3180;f37a9c7c-c379-4820-97ef-c39c0d28d64c;M12;Jules Joffrin;e8a7c66f-1db1-41fc-97a0-519752af401e/b6292394-33ed-4d42-99af-fc759816f47c;Jules Joffrin;1;;;Marcadet - Poissonniers / Lamarck - Caulaincourt;;48,89243959050;2,34465700413
3190;b6292394-33ed-4d42-99af-fc759816f47c;M12;Lamarck - Caulaincourt;f37a9c7c-c379-4820-97ef-c39c0d28d64c/7f8d6d80-c775-4d3e-8b40-968297a53ed8;Lamarck - Caulaincourt;1;;;Jules Joffrin / Abbesses;;48,88967407120;2,33876064920
3200;7f8d6d80-c775-4d3e-8b40-968297a53ed8;M12;Abbesses;b6292394-33ed-4d42-99af-fc759816f47c/8290b734-bb90-4c7a-9c3a-9926a5e25ff3;Abbesses;1;;;Lamarck - Caulaincourt / Pigalle;;48,88459420800;2,33794977706
3210;8290b734-bb90-4c7a-9c3a-9926a5e25ff3;M12;Pigalle;7f8d6d80-c775-4d3e-8b40-968297a53ed8/6b0bd413-e2b1-444b-b1c9-419640459c9b;Pigalle;2;fc51df3e-c34c-4ba4-bb3b-9596338beb13;;Abbesses / Saint-Georges;Pigalle;48,88251938560;2,33708168251
3220;6b0bd413-e2b1-444b-b1c9-419640459c9b;M12;Saint-Georges;8290b734-bb90-4c7a-9c3a-9926a5e25ff3/b4178126-b9be-48a5-9da9-4995be3d924e;Saint-Georges;1;;;Pigalle / Notre-Dame-de-Lorette;;48,87842525760;2,33759508282
3230;b4178126-b9be-48a5-9da9-4995be3d924e;M12;Notre-Dame-de-Lorette;6b0bd413-e2b1-444b-b1c9-419640459c9b/8a09c6fb-8dfd-4029-9c54-3dbd1de1dbe3;Notre-Dame-de-Lorette;1;;;Saint-Georges / Trinité - d'Estienne d'Orves;;48,87602621160;2,33788648907
3240;8a09c6fb-8dfd-4029-9c54-3dbd1de1dbe3;M12;Trinité - d'Estienne d'Orves;b4178126-b9be-48a5-9da9-4995be3d924e/c74b2c33-d410-4540-aa4b-6dca528df34b;Trinité - d'Estienne d'Orves;1;;;Notre-Dame-de-Lorette / Saint-Lazare;;48,87631796230;2,33254302730
3250;c74b2c33-d410-4540-aa4b-6dca528df34b;M12;Saint-Lazare;8a09c6fb-8dfd-4029-9c54-3dbd1de1dbe3/ad8f3b37-7952-4a80-8c25-4f4a98604018;Saint-Lazare;4;425b6d44-f26d-4521-b737-a8b577bc437d/0538c6d9-110e-4e78-95ea-c54f47c25e1d/a9e4878d-035a-467b-8715-75098d61b77d;;Trinité - d'Estienne d'Orves / Madeleine;Saint-Lazare / Saint-Lazare / Saint-Lazare;48,87545377050;2,32678520026
3260;ad8f3b37-7952-4a80-8c25-4f4a98604018;M12;Madeleine;c74b2c33-d410-4540-aa4b-6dca528df34b/52b3674d-e0dd-4997-ac4d-149e2874e0f9;Madeleine;3;ea285362-8547-46d3-9477-931b470d0f79/ad8f3b37-7952-4a80-8c25-4f4a98604018;;Saint-Lazare / Concorde;Madeleine / Madeleine;48,87009973280;2,32516410954
3270;52b3674d-e0dd-4997-ac4d-149e2874e0f9;M12;Concorde;ad8f3b37-7952-4a80-8c25-4f4a98604018/c9d4c0ba-ec0c-4707-9efe-06b988e4c967;Concorde;3;977af1c5-4d39-4406-82a5-c1e811c51410/39cd89b6-2ed3-4ef5-ac7c-e5903f131c96;;Madeleine / Assemblée nationale;Concorde / Concorde;48,86616711490;2,32317568086
3280;c9d4c0ba-ec0c-4707-9efe-06b988e4c967;M12;Assemblée nationale;52b3674d-e0dd-4997-ac4d-149e2874e0f9/c21253f0-3656-4e03-8a6f-d881b4602cf6;Assemblée nationale;1;;;Concorde / Solférino;;48,86078696350;2,32099819195
3290;c21253f0-3656-4e03-8a6f-d881b4602cf6;M12;Solférino;c9d4c0ba-ec0c-4707-9efe-06b988e4c967/d68d0af9-d830-4d79-966b-ff20ed103c5c;Solférino;1;;;Assemblée nationale / Rue du Bac;;48,85851112990;2,32315485584
3300;d68d0af9-d830-4d79-966b-ff20ed103c5c;M12;Rue du Bac;c21253f0-3656-4e03-8a6f-d881b4602cf6/34e3b10f-a0b2-47fb-859f-726999a23ea2;Rue du Bac;1;;;Solférino / Sèvres - Babylone;;48,85555094020;2,32571242217
3310;34e3b10f-a0b2-47fb-859f-726999a23ea2;M12;Sèvres - Babylone;d68d0af9-d830-4d79-966b-ff20ed103c5c/e8c03204-0343-4fc5-ad3f-c45cbf5ce11b;Sèvres - Babylone;2;7dd56423-1d0e-48be-a157-d20a8a363f73;;Rue du Bac / Rennes;Sèvres - Babylone;48,85176205250;2,32682256890
3320;e8c03204-0343-4fc5-ad3f-c45cbf5ce11b;M12;Rennes;34e3b10f-a0b2-47fb-859f-726999a23ea2/749f5b88-6fa2-4965-85ca-685b45f66e25;Rennes;1;;;Sèvres - Babylone / Notre-Dame-des-Champs;;48,84845784850;2,32778212715
3330;749f5b88-6fa2-4965-85ca-685b45f66e25;M12;Notre-Dame-des-Champs;e8c03204-0343-4fc5-ad3f-c45cbf5ce11b/56f37902-496a-4972-8020-d9013b6b1a63;Notre-Dame-des-Champs;1;;;Rennes / Montparnasse - Bienvenüe;;48,84494263250;2,32877802690
3340;56f37902-496a-4972-8020-d9013b6b1a63;M12;Montparnasse - Bienvenüe;749f5b88-6fa2-4965-85ca-685b45f66e25/2b37d9be-e1e2-433b-a78f-eea8f1e01ffd;Montparnasse - Bienvenüe;4;73c193b7-7eb9-41c3-b5e8-74f92bc20b8c/f4c3281c-5625-4317-8fac-0a7d2b566fc2/602f7ed3-bcf1-4286-a47c-258266973dde;;Notre-Dame-des-Champs / Falguière;Montparnasse - Bienvenüe / Montparnasse - Bienvenüe / Montparnasse - Bienvenüe;48,84373548930;2,32435304116
3350;2b37d9be-e1e2-433b-a78f-eea8f1e01ffd;M12;Falguière;56f37902-496a-4972-8020-d9013b6b1a63/7f4eee61-63d3-4585-bec2-9f50d878c46f;Falguière;1;;;Montparnasse - Bienvenüe / Pasteur;;48,84447014130;2,31785278304
3360;7f4eee61-63d3-4585-bec2-9f50d878c46f;M12;Pasteur;2b37d9be-e1e2-433b-a78f-eea8f1e01ffd/66ae66fd-d41c-445b-b949-446c507ab783;Pasteur;2;eaadd210-e039-48df-86fa-9f8d61a603d9;;Falguière / Volontaires;Pasteur;48,84287127500;2,31244751307
3370;66ae66fd-d41c-445b-b949-446c507ab783;M12;Volontaires;7f4eee61-63d3-4585-bec2-9f50d878c46f/b6c6c012-4d4a-442e-8229-1e085610d1ce;Volontaires;1;;;Pasteur / Vaugirard;;48,84150552240;2,30794867934
3380;b6c6c012-4d4a-442e-8229-1e085610d1ce;M12;Vaugirard;66ae66fd-d41c-445b-b949-446c507ab783/b8eb7c7e-f1a0-4cc2-a9c2-4e645968d298;Vaugirard;1;;;Volontaires / Convention;;48,83951658540;2,30110751488
3390;b8eb7c7e-f1a0-4cc2-a9c2-4e645968d298;M12;Convention;b6c6c012-4d4a-442e-8229-1e085610d1ce/a1d0c8bf-3d74-4bd4-8353-4908580d1d91;Convention;1;;;Vaugirard / Porte de Versailles;;48,83730749460;2,29663034323
3400;a1d0c8bf-3d74-4bd4-8353-4908580d1d91;M12;Porte de Versailles;b8eb7c7e-f1a0-4cc2-a9c2-4e645968d298/6b32d616-b653-4c28-8e36-87c8a5541940;Porte de Versailles;1;;;Convention / Corentin Celton;;48,83244909910;2,28802214110
3410;6b32d616-b653-4c28-8e36-87c8a5541940;M12;Corentin Celton;a1d0c8bf-3d74-4bd4-8353-4908580d1d91/fc879346-c702-422d-9ca0-d525a85dbc1c;Corentin Celton;1;;;Porte de Versailles / Mairie d'Issy;;48,82708544890;2,27941168205
3420;fc879346-c702-422d-9ca0-d525a85dbc1c;M12;Mairie d'Issy;6b32d616-b653-4c28-8e36-87c8a5541940;Mairie d'Issy;1;;;Corentin Celton;;48,82410503070;2,27304152514
3430;f6c0832c-5a37-47de-9809-664a8c4a3cb6;M13;Saint-Denis Université;1a8b84ed-371b-439e-a7b7-72c6a064d3c6;Saint-Denis Université;1;;;Basilique de Saint-Denis;;48,94584565780;2,36454176349
3440;1a8b84ed-371b-439e-a7b7-72c6a064d3c6;M13;Basilique de Saint-Denis;f6c0832c-5a37-47de-9809-664a8c4a3cb6/0b2dac6d-bb06-407a-815d-5b8b3d54e846;Basilique de Saint-Denis;1;;;Saint-Denis Université / Saint-Denis Porte de Paris;;48,93652685260;2,35939826103
3450;0b2dac6d-bb06-407a-815d-5b8b3d54e846;M13;Saint-Denis Porte de Paris;1a8b84ed-371b-439e-a7b7-72c6a064d3c6/03581468-f245-49d3-8681-cc1c5df8d34b;Saint-Denis Porte de Paris;1;;;Basilique de Saint-Denis / Carrefour Pleyel;;48,92993588970;2,35603579417
3460;03581468-f245-49d3-8681-cc1c5df8d34b;M13;Carrefour Pleyel;0b2dac6d-bb06-407a-815d-5b8b3d54e846/e91dc804-2da0-40ce-aea7-1f64f40ca129;Carrefour Pleyel;1;;;Saint-Denis Porte de Paris / Mairie de Saint-Ouen;;48,91957307410;2,34330593051
3470;e91dc804-2da0-40ce-aea7-1f64f40ca129;M13;Mairie de Saint-Ouen;03581468-f245-49d3-8681-cc1c5df8d34b/b03a3253-ea80-4ff6-9e63-d7d526bfa194;Mairie de Saint-Ouen;1;;;Carrefour Pleyel / Garibaldi;;48,91196489790;2,33392489048
3480;b03a3253-ea80-4ff6-9e63-d7d526bfa194;M13;Garibaldi;e91dc804-2da0-40ce-aea7-1f64f40ca129/7e5a1dd4-9b90-4989-b44a-6b35f8a13f14;Garibaldi;1;;;Mairie de Saint-Ouen / Porte de Saint-Ouen;;48,90609405020;2,33183083796
3490;7e5a1dd4-9b90-4989-b44a-6b35f8a13f14;M13;Porte de Saint-Ouen;b03a3253-ea80-4ff6-9e63-d7d526bfa194/6874ad8d-3d67-423b-b872-fd0093484c73;Porte de Saint-Ouen;1;;;Garibaldi / Guy Môquet;;48,89737479550;2,32894281278
3500;6874ad8d-3d67-423b-b872-fd0093484c73;M13;Guy Môquet;bb95460c-169a-4af7-915c-ca9ee0d5077f/7e5a1dd4-9b90-4989-b44a-6b35f8a13f14;Guy Môquet;1;;;La Fourche / Porte de Saint-Ouen;;48,89282885340;2,32742845850
3510;d6fdebfd-2ec5-4ee9-b778-6416efbb82fd;M13;Asnières Gennevilliers - Les Courtilles;046264bd-c840-4781-9a32-7b112b97e34d;Asnières Gennevilliers - Les Courtilles;1;;;Les Agnettes;;48,92310377970;2,28627957753
3520;046264bd-c840-4781-9a32-7b112b97e34d;M13;Les Agnettes;d6fdebfd-2ec5-4ee9-b778-6416efbb82fd/4c1e833f-c363-4d65-a2b5-811c652f0fef;Les Agnettes;1;;;Asnières Gennevilliers - Les Courtilles / Gabriel Péri;;48,93075700330;2,28417444828
3530;4c1e833f-c363-4d65-a2b5-811c652f0fef;M13;Gabriel Péri;046264bd-c840-4781-9a32-7b112b97e34d/64f589f5-2b5a-4d91-ac43-68ca31730a14;Gabriel Péri;1;;;Les Agnettes / Mairie de Clichy;;48,91638230990;2,29468511170
3540;64f589f5-2b5a-4d91-ac43-68ca31730a14;M13;Mairie de Clichy;4c1e833f-c363-4d65-a2b5-811c652f0fef/57094566-b93a-457e-b065-5a0ecb8604d6;Mairie de Clichy;1;;;Gabriel Péri / Porte de Clichy;;48,90333009460;2,30592414987
3550;57094566-b93a-457e-b065-5a0ecb8604d6;M13;Porte de Clichy;64f589f5-2b5a-4d91-ac43-68ca31730a14/50af193c-1baa-4b7b-a7f1-c846edf34f88;Porte de Clichy;1;;;Mairie de Clichy / Brochant;;48,89425226220;2,31377215877
3560;50af193c-1baa-4b7b-a7f1-c846edf34f88;M13;Brochant;57094566-b93a-457e-b065-5a0ecb8604d6/bb95460c-169a-4af7-915c-ca9ee0d5077f;Brochant;1;;;Porte de Clichy / La Fourche;;48,89058718660;2,32017475579
3570;bb95460c-169a-4af7-915c-ca9ee0d5077f;M13;La Fourche;bb95460c-169a-4af7-915c-ca9ee0d5077f/57094566-b93a-457e-b065-5a0ecb8604d6;La Fourche;1;;;La Fourche / Porte de Clichy;;48,88718394690;2,32577967481
3580;ce294054-6da6-4c65-9bff-ba634799d39c;M13;Place de Clichy;bb95460c-169a-4af7-915c-ca9ee0d5077f/0af924e5-a348-452d-b952-42cceda89966;Place de Clichy;2;a19b50e8-8284-47de-a5d4-303e2f4e1058;;La Fourche / Liège;Place de Clichy;48,88380452800;2,32724341195
3590;0af924e5-a348-452d-b952-42cceda89966;M13;Liège;ce294054-6da6-4c65-9bff-ba634799d39c/0538c6d9-110e-4e78-95ea-c54f47c25e1d;Liège;1;;;Place de Clichy / Saint-Lazare;;48,87963476070;2,32702220089
3600;0538c6d9-110e-4e78-95ea-c54f47c25e1d;M13;Saint-Lazare;0af924e5-a348-452d-b952-42cceda89966/463ebbb5-4290-48dc-b2c9-333c4f007b62;Saint-Lazare;4;425b6d44-f26d-4521-b737-a8b577bc437d/c74b2c33-d410-4540-aa4b-6dca528df34b/a9e4878d-035a-467b-8715-75098d61b77d;;Liège / Miromesnil;Saint-Lazare / Saint-Lazare / Saint-Lazare;48,87535495770;2,32481828506
3610;463ebbb5-4290-48dc-b2c9-333c4f007b62;M13;Miromesnil;0538c6d9-110e-4e78-95ea-c54f47c25e1d/891ef774-ed18-49c2-813e-624a98ea2dc1;Miromesnil;2;47bf9b32-5909-4fd3-9608-5ee76110a305;;Saint-Lazare / Champs-Elysées - Clémenceau;Miromesnil;48,87376998870;2,31445603619
3620;891ef774-ed18-49c2-813e-624a98ea2dc1;M13;Champs-Elysées - Clémenceau;463ebbb5-4290-48dc-b2c9-333c4f007b62/a08250b1-c397-4629-b8da-815f942f38d9;Champs-Elysées - Clémenceau;2;e56520f5-e7d1-4b59-9c07-d38f701839ee;;Miromesnil / Invalides;Champs-Elysées - Clémenceau;48,86760214520;2,31389412912
3630;a08250b1-c397-4629-b8da-815f942f38d9;M13;Invalides;891ef774-ed18-49c2-813e-624a98ea2dc1/5a295015-670d-4d85-a5c8-f3150e050d6b;Invalides;2;d522db49-61de-402c-a168-0f16bfcf8e8f;;Champs-Elysées - Clémenceau / Varenne;Invalides;48,86236470410;2,31390957779
3640;5a295015-670d-4d85-a5c8-f3150e050d6b;M13;Varenne;a08250b1-c397-4629-b8da-815f942f38d9/72748398-d735-4a8b-8cb0-3cfb9b92a50a;Varenne;1;;;Invalides / Saint-François-Xavier;;48,85687137920;2,31505663732
3650;72748398-d735-4a8b-8cb0-3cfb9b92a50a;M13;Saint-François-Xavier;5a295015-670d-4d85-a5c8-f3150e050d6b/8d12cf08-e2a9-4127-baec-01b3d1a1a216;Saint-François-Xavier;1;;;Varenne / Duroc;;48,85144170560;2,31440812150
3660;8d12cf08-e2a9-4127-baec-01b3d1a1a216;M13;Duroc;72748398-d735-4a8b-8cb0-3cfb9b92a50a/602f7ed3-bcf1-4286-a47c-258266973dde;Duroc;2;e7a1d7d5-cc67-4779-8966-6459923b20ab;;Saint-François-Xavier / Montparnasse - Bienvenüe;Duroc;48,84705255450;2,31642435206
3670;602f7ed3-bcf1-4286-a47c-258266973dde;M13;Montparnasse - Bienvenüe;8d12cf08-e2a9-4127-baec-01b3d1a1a216/3a46d4c0-2768-4e83-a0f2-d9fdda27a386;Montparnasse - Bienvenüe;4;73c193b7-7eb9-41c3-b5e8-74f92bc20b8c/f4c3281c-5625-4317-8fac-0a7d2b566fc2/602f7ed3-bcf1-4286-a47c-258266973dde;;Duroc / Gaîté;Montparnasse - Bienvenüe / Montparnasse - Bienvenüe / Montparnasse - Bienvenüe;48,84232743770;2,32098483563
3680;3a46d4c0-2768-4e83-a0f2-d9fdda27a386;M13;Gaîté;602f7ed3-bcf1-4286-a47c-258266973dde/4fb786d9-73a9-4037-b134-1d2c19703a90;Gaîté;1;;;Montparnasse - Bienvenüe / Pernety;;48,83863164620;2,32249174982
3690;4fb786d9-73a9-4037-b134-1d2c19703a90;M13;Pernety;3a46d4c0-2768-4e83-a0f2-d9fdda27a386/79cf121c-863e-4ac0-afc5-a9175956951b;Pernety;1;;;Gaîté / Plaisance;;48,83393639270;2,31807828549
3700;79cf121c-863e-4ac0-afc5-a9175956951b;M13;Plaisance;4fb786d9-73a9-4037-b134-1d2c19703a90/85b044f3-3154-4295-a60f-702556a53a43;Plaisance;1;;;Pernety / Porte de Vanves;;48,83182564960;2,31412232347
3710;85b044f3-3154-4295-a60f-702556a53a43;M13;Porte de Vanves;79cf121c-863e-4ac0-afc5-a9175956951b/568e8d77-7151-448c-b08c-badbd95a3e22;Porte de Vanves;1;;;Plaisance / Malakoff Plateau de Vanves;;48,82779554350;2,30553466965
3720;568e8d77-7151-448c-b08c-badbd95a3e22;M13;Malakoff Plateau de Vanves;85b044f3-3154-4295-a60f-702556a53a43/2ab83e03-da24-4495-b838-072af3db041a;Malakoff Plateau de Vanves;1;;;Porte de Vanves / Malakoff Rue Etienne Dolet;;48,82258370680;2,29846419197
3730;2ab83e03-da24-4495-b838-072af3db041a;M13;Malakoff Rue Etienne Dolet;568e8d77-7151-448c-b08c-badbd95a3e22/d19b565d-ff83-4e07-aa16-232d25b57d64;Malakoff Rue Etienne Dolet;1;;;Malakoff Plateau de Vanves / Châtillon - Montrouge;;48,81530753120;2,29707779833
3740;d19b565d-ff83-4e07-aa16-232d25b57d64;M13;Châtillon - Montrouge;2ab83e03-da24-4495-b838-072af3db041a;Châtillon - Montrouge;1;;;Malakoff Rue Etienne Dolet;;48,81074648860;2,30167855546
3750;a9e4878d-035a-467b-8715-75098d61b77d;M14;Saint-Lazare;c7db3972-1b0b-4202-a9ef-1dcb33069525;Saint-Lazare;4;425b6d44-f26d-4521-b737-a8b577bc437d/c74b2c33-d410-4540-aa4b-6dca528df34b/0538c6d9-110e-4e78-95ea-c54f47c25e1d;;Madeleine;Saint-Lazare / Saint-Lazare / Saint-Lazare;48,87576459400;2,32425603265
3760;c7db3972-1b0b-4202-a9ef-1dcb33069525;M14;Madeleine;a9e4878d-035a-467b-8715-75098d61b77d/a69d56f6-038e-493c-8226-6a6b1bcf1d05;Madeleine;3;ea285362-8547-46d3-9477-931b470d0f79/ad8f3b37-7952-4a80-8c25-4f4a98604018;;Saint-Lazare / Pyramides;Madeleine / Madeleine;48,87066702090;2,32575263529
3770;a69d56f6-038e-493c-8226-6a6b1bcf1d05;M14;Pyramides;c7db3972-1b0b-4202-a9ef-1dcb33069525/22df1bb1-c6ab-4788-8194-fd97d494e025;Pyramides;2;d9826fce-40f6-4c37-98a9-f09e3de33bd2;;Madeleine / Châtelet;Pyramides;48,86590673960;2,33418954197
3780;22df1bb1-c6ab-4788-8194-fd97d494e025;M14;Châtelet;a69d56f6-038e-493c-8226-6a6b1bcf1d05/0b8bfbc4-adf6-4dac-b354-e81b05daf694;Châtelet;5;241906bd-1a8a-460a-a00a-19ab1e7af0d9/c9afc5c0-8386-4ac7-ba16-b78795f4bc30/9046fec1-7211-4c22-bdc3-f28e5aff4f2a/dbdbbb8b-724e-4cb7-af3f-a8d4094d0b87;;Pyramides / Gare de Lyon;Châtelet / Châtelet / Châtelet / Châtelet;48,85770881970;2,34794431111
3790;0b8bfbc4-adf6-4dac-b354-e81b05daf694;M14;Gare de Lyon;22df1bb1-c6ab-4788-8194-fd97d494e025/5bca94f6-e392-4061-825a-88847ad43c11;Gare de Lyon;2;6b2c5ee8-d593-40ab-95e6-cd90c1a5f7c8;;Châtelet / Bercy;Gare de Lyon;48,84398558200;2,37301421994
3800;5bca94f6-e392-4061-825a-88847ad43c11;M14;Bercy;0b8bfbc4-adf6-4dac-b354-e81b05daf694/ed251a9b-af7e-444d-8b9e-f5e693175d45;Bercy;2;cc8704fb-c908-463c-8159-6e2379666108;;Gare de Lyon / Cour Saint-Emilion;Bercy;48,84000138950;2,37955401120
3810;ed251a9b-af7e-444d-8b9e-f5e693175d45;M14;Cour Saint-Emilion;5bca94f6-e392-4061-825a-88847ad43c11/a0c023ae-d3b3-467e-ba8d-c74e923b74dd;Cour Saint-Emilion;1;;;Bercy / Bibliothèque François Mitterrand;;48,83333855930;2,38663240207
3820;a0c023ae-d3b3-467e-ba8d-c74e923b74dd;M14;Bibliothèque François Mitterrand;ed251a9b-af7e-444d-8b9e-f5e693175d45/9ad44e7a-f9be-49f3-a3b5-c6ca35946be5;Bibliothèque François Mitterrand;1;;;Cour Saint-Emilion / Olympiades;;48,82999028170;2,37574814434
3830;9ad44e7a-f9be-49f3-a3b5-c6ca35946be5;M14;Olympiades;a0c023ae-d3b3-467e-ba8d-c74e923b74dd;Olympiades;1;;;Bibliothèque François Mitterrand;;48,82727083600;2,36803264776