id,name,lat,lon
746,Diane Arbus Porte des Poissonniers,48.89833333,2.351666667
747,Porte de Clignancourt Puces de Saint-Ouen,48.89805556,2.345277778
748,Angélique Compoint Porte de Montmartre,48.89777778,2.338333333
749,Porte de Saint-Ouen,48.89777778,2.33
750,Épinettes - Pouchet,48.8975,2.323611111
751,Honoré de Balzac,48.89638889,2.318888889
752,Porte de Clichy Tribunal de Paris,48.89472222,2.314166667
753,Porte d'Asnières - Marguerite Long,48.88972222,2.303333333
754,Bondy,48.89416667,2.480277778
755,La Remise à Jorelle,48.89305556,2.4875
756,Les Coquetiers,48.8925,2.499444444
757,Allée de la Tour - Rendez-Vous,48.89694444,2.506388889
758,Les Pavillons-sous-Bois,48.9025,2.511666667
759,GarganN 4,48.90833333,2.516944444
760,Lycée Henri Sellier,48.91611111,2.515
761,L'Abbaye,48.92194444,2.516388889
762,Freinville - Sevran,48.92666667,2.519166667
763,Rougemont - Chanteloup,48.93083333,2.515277778
764,Aulnay-sous-Bois,48.93194444,2.496388889
765,Marché de Saint-Denis,48.93861111,2.355833333
766,Baudelaire,48.94222222,2.356666667
767,Roger Sémat,48.94444444,2.356944444
768,Guynemer Stade Auguste Delaune,48.94805556,2.3575
769,Petit Pierrefitte,48.9525,2.358055556
770,Joncherolles,48.95555556,2.358333333
771,Suzanne Valadon,48.95916667,2.358888889
772,Mairie de Pierrefitte,48.96333333,2.359722222
773,Alcide d'Orbigny,48.96555556,2.363333333
774,Jacques Prévert,48.97111111,2.366111111
775,Butte Pinson Parc Régional,48.97388889,2.366111111
776,Les Cholettes,48.9775,2.371388889
777,Les Flanades,48.97666667,2.377222222
778,Paul Valéry,48.97916667,2.379722222
779,Lochères,48.97833333,2.385555556
780,Garges - Sarcelles,48.97666667,2.390555556
781,Châtillon - Montrouge,48.81055556,2.301944444
782,Vauban,48.80694444,2.293611111
783,Centre de Châtillon,48.80388889,2.288611111
784,Parc André Malraux,48.80083333,2.283333333
785,Division Leclerc,48.79416667,2.271944444
786,Soleil Levant,48.79,2.262777778
787,Hôpital Béclère,48.78694444,2.255277778
788,Mail de la Plaine,48.78333333,2.246388889
789,Pavé Blanc Parc Novéos,48.78055556,2.239444444
790,Georges Pompidou,48.78527778,2.237777778
791,Georges Millandy,48.7825,2.228611111
792,Meudon-la-Forêt,48.78388889,2.224722222
793,Vélizy 2,48.785,2.218888889
794,Dewoitine,48.78388889,2.215555556
795,Inovel Parc Nord,48.78083333,2.207777778
796,Louvois,48.78,2.196388889
797,Mairie de Vélizy,48.78055556,2.188888889
798,L'Onde Maison des Arts,48.78166667,2.181388889
799,Robert Wagner,48.78638889,2.179444444
800,Viroflay-Rive-Gauche,48.80055556,2.171388889
801,Viroflay-Rive-Droite,48.80555556,2.168333333
802,Villejuif - Louis Aragon,48.78722222,2.3675
803,Lamartine,48.7825,2.367222222
804,Domaine Chérioux,48.77888889,2.367222222
805,Moulin Vert,48.77222222,2.367777778
806,Bretagne,48.76833333,2.368055556
807,Auguste Perret Cimetière Parisien,48.76361111,2.368055556
808,Porte de Thiais Marché International,48.75972222,2.366388889
809,La Belle Épine,48.75666667,2.368611111
810,Place de la Logistique Plateforme Sogaris,48.75305556,2.361944444
811,Porte de Rungis,48.7525,2.355
812,Saarinen Parc Silic Nord,48.75027778,2.354166667
813,Robert Schuman Parc Silic Centre,48.74666667,2.353055556
814,La Fraternelle,48.74166667,2.352777778
815,Hélène Boucher Orlytech,48.73972222,2.3625
816,Caroline Aigle Orlyfret,48.73666667,2.369722222
817,Cœur d'Orly,48.73222222,2.371944444
818,Aéroport d'Orly,48.72888889,2.368333333
819,Athis-Mons - Porte de l'Essonne,48.71416667,2.371666667
820,Saint-Denis - Porte de Paris,48.92972222,2.358055556
821,Pierre De Geyter,48.9325,2.351944444
822,Saint-Denis - Gare,48.93555556,2.3475
823,Paul Éluard,48.94,2.345277778
824,Delaunay-Belleville,48.94583333,2.347222222
825,César,48.94944444,2.3425
826,Jean Vilar,48.95333333,2.343611111
827,Pablo Neruda,48.95666667,2.343888889
828,Villetaneuse-Université,48.95944444,2.341944444
829,Blumenthal,48.94805556,2.338611111
830,Les Mobiles,48.95,2.328888889
831,Les Béatus,48.95166667,2.320277778
832,Rose Bertin Centre commercial l'Ilo,48.95305556,2.315555556
833,Lacépède,48.95527778,2.312222222
834,Gilbert Bonnemaison,48.95527778,2.308055556
835,Épinay-sur-Seine,48.95583333,2.301944444
836,Épinay-Orgemont,48.95555556,2.295833333
837,Épinay-sur-Seine,48.95416667,2.302222222
838,Épinay - Villetaneuse Montmagny,48.95861111,2.328055556
839,Villetaneuse-Université,48.96,2.341388889
840,Pierrefitte - Stains,48.96194444,2.369722222
841,Stains-La Cerisaie,48.95472222,2.391666667
842,Dugny - La Courneuve Parc Georges Valbon,48.94416667,2.410833333
843,Le Bourget,48.93055556,2.424444444
844,Paris-Nord,48.88092201,2.356328544
845,Saint-Denis,48.93603061,2.345274685
846,Épinay - Villetaneuse Montmagny,48.9582696,2.328245016
847,Deuil - Montmagny,48.97605425,2.338524071
848,Groslay,48.98431596,2.353407249
849,Sarcelles - Saint-Brice,48.99600683,2.368684563
850,Écouen - Ézanville,49.02320638,2.36222298
851,Domont,49.03297205,2.33682969
852,Bouffémont - Moisselles,49.04516946,2.322917846
853,Montsoult - Maffliers,49.0662887,2.322920457
854,Villaines,49.07947023,2.350830831
855,Belloy - Saint-Martin,49.09840027,2.361270557
856,Viarmes,49.11662788,2.368253546
857,Seugy,49.11902265,2.399724854
858,Luzarches,49.11713213,2.420107034
859,Presles-Courcelles,49.11406195,2.287915344
860,Nointel - Mours,49.1325777,2.28051537
861,La Barre - Ormesson,48.96632654,2.316582071
862,Enghien-les-Bains,48.97274912,2.307137033
863,Champ de courses d'Enghien Commune de Soisy-sous-Montmorency,48.97944798,2.292477132
864,Ermont - Eaubonne,48.9806461,2.272084773
865,Ermont-Halte,48.99065125,2.263182621
866,Gros Noyer - Saint-Prix,48.99609884,2.259655619
867,Saint-Leu-la-Forêt,49.01558497,2.242479111
868,Vaucelles,49.02177396,2.229376488
869,Taverny,49.02477855,2.222727322
870,Bessancourt,49.03531131,2.210246521
871,Frépillon,49.04543025,2.197087678
872,Méry-sur-Oise,49.05804782,2.191244762
873,Mériel,49.07769905,2.205446728
874,Valmondois,49.09107345,2.201823484
875,Cernay,48.9850047,2.257474156
876,Franconville - Le Plessis-Bouchard,48.99371348,2.234276395
877,Montigny - Beauchamp,49.0074233,2.197619807
878,Pierrelaye,49.01913674,2.154663477
879,Saint-Ouen-l'Aumône-Liesse,49.03398764,2.128263873
880,Saint-Ouen-l'Aumône,49.04531165,2.10511071
881,Pontoise,49.04664576,2.095195067
882,Épluches,49.05510176,2.122735907
883,Pont-Petit,49.06059168,2.130874134
884,Chaponval,49.06931414,2.141696934
885,Auvers-sur-Oise,49.07046236,2.175304206
886,L'Isle-Adam - Parmain,49.11478397,2.210019869
887,"Champagne-sur-Oise	",49.13600056,2.242677777
888,"Persan - Beaumont	",49.14771951,2.277823195
889,Bruyères-sur-Oise,49.15518986,2.325753995
890,Boran-sur-Oise,49.16677504,2.362303529
891,Précy-sur-Oise,49.20326573,2.376601177
892,"Saint-Leu-d'Esserent	",49.21385632,2.417369391
893,Creil,49.26394414,2.468914115
894,Mantes-la-Jolie,48.98950251,1.703016134
895,Mantes-Station,48.98365451,1.715210986
896,Limay,48.98417276,1.747786183
897,Issou - Porcheville,48.97929225,1.783973408
898,Gargenville,48.98297976,1.808907826
899,Juziers,48.99224128,1.845134445
900,Meulan - Hardricourt,49.00576254,1.901781979
901,Thun-le-Paradis,49.00670028,1.919237112
902,Vaux-sur-Seine,49.00712725,1.963551772
903,Triel-sur-Seine,48.98107191,2.005930892
904,Chanteloup-les-Vignes,48.97036693,2.027518776
905,Andrésy,48.97482086,2.049083121
906,Maurecourt,48.98705655,2.059787827
907,Conflans-Fin-d'Oise,48.99189837,2.07362062
908,Gisors,49.28526352,1.785066223
909,Trie-Château,49.28258973,1.818082383
910,Chaumont-en-Vexin,49.2613223,1.872589468
911,Liancourt-Saint-Pierre,49.22080705,1.905299062
912,Lavilletertre,49.2026936,1.920547706
913,Chars,49.16267058,1.936928634
914,Santeuil - Le Perchay,49.12345185,1.949332682
915,Us,49.09965012,1.970535724
916,Montgeroult - Courcelles,49.08049371,2.003715372
917,Boissy-l'Aillerie,49.07584288,2.024952931
918,Osny,49.06296968,2.057902991
919,Pontoise,49.04664576,2.095195067
920,Saint-Ouen-l'Aumône-Quartier de l'Église,49.03998131,2.103852696
921,Éragny - Neuville,49.01834916,2.090906063
922,Conflans-Sainte-Honorine,48.99663009,2.097773988
923,Herblay,48.99029,2.161906606
924,La Frette - Montigny,48.98026352,2.180012381
925,Cormeilles-en-Parisis,48.96849627,2.193442868
926,Val-d'Argenteuil,48.95030435,2.231110035
927,Ermont - Eaubonne,48.9806461,2.272084773
928,Sannois,48.97051992,2.26392496
929,Argenteuil,48.94679694,2.257897483
930,Le Stade,48.93105423,2.260602316
931,Colombes,48.92391863,2.259345703
932,Bois-Colombes,48.91424647,2.27159875
933,Asnières-sur-Seine,48.90566395,2.28357281
934,Paris-Saint-Lazare,48.87593315,2.325727961
935,Vernon - Giverny,49.09111111,1.478333333
936,Bonnières,49.03861111,1.581388889
937,Rosny-sur-Seine,48.99722222,1.630833333
938,Épône - Mézières,48.96334411,1.809094509
939,Aubergenville-Élisabethville,48.97214168,1.848348808
940,Les Mureaux,48.99259196,1.913530507
941,Les Clairières de Verneuil,48.99261388,1.955479248
942,Vernouillet - Verneuil,48.98144597,1.983143352
943,Villennes-sur-Seine,48.93948681,1.99960361
944,Poissy,48.93326541,2.04107229
945,Houilles - Carrières-sur-Seine,48.92037937,2.185353376
946,Paris-Nord,48.88092201,2.356328544
947,Aulnay-sous-Bois,48.93219601,2.495513141
948,Mitry - Claye,48.97585875,2.642406302
949,Compans,48.9913914,2.665059869
950,Thieux - Nantouillet,49.00811402,2.680252455
951,Dammartin - Juilly - Saint-Mard,49.03257409,2.699453088
952,Le Plessis-Belleville,49.09612081,2.744686207
953,Nanteuil-le-Haudouin,49.1428842,2.79445455
954,Ormoy-Villers,49.20087708,2.838108478
955,Crépy-en-Valois,49.23101806,2.887366705
956,Cergy-le-Haut,49.0478762,2.01099976
957,Cergy-Saint-Christophe,49.04964701,2.034294463
958,Cergy-Préfecture,49.03646398,2.079534941
959,Neuville-Université,49.01413369,2.078306591
960,Conflans-Fin-d'Oise,48.99189837,2.07362062
961,Achères-Ville,48.97066505,2.077731766
962,Maisons-Laffitte,48.94579593,2.144558757
963,Sartrouville,48.93773606,2.157086495
964,Houilles - Carrières-sur-Seine,48.92037937,2.185353376
965,Nanterre-Université,48.90165507,2.215155873
966,La Garenne-Colombes,48.90963293,2.239684117
967,Les Vallées,48.91363686,2.257326014
968,Versailles-Rive-Droite,48.80948226,2.135087457
969,Montreuil,48.80637745,2.151500115
970,Viroflay-Rive-Droite,48.80549303,2.168520397
971,Chaville-Rive-Droite,48.81257172,2.188259859
972,Sèvres - Ville-d'Avray,48.82723877,2.200721257
973,Saint-Nom-la-Bretèche - Forêt de Marly,48.8677921,2.050767845
974,L'Étang-la-Ville,48.86806442,2.076719103
975,Marly-le-Roi,48.8715031,2.096548253
976,Louveciennes,48.86121453,2.123191096
977,Bougival,48.8542517,2.132132445
978,La Celle-Saint-Cloud,48.84271996,2.138125057
979,Vaucresson,48.83664332,2.152697403
980,Garches - Marnes-la-Coquette,48.83828255,2.187110714
981,Saint-Cloud,48.84610295,2.217621081
982,Le Val d'Or,48.85641999,2.216572238
983,Suresnes-Mont-Valérien,48.87171419,2.221029548
984,Puteaux,48.88336234,2.233781681
985,La Défense Grande Arche,48.89218708,2.237018056
986,Courbevoie,48.89811887,2.247942844
987,Bécon-les-Bruyères,48.90576266,2.269964779
988,Asnières-sur-Seine,48.90566395,2.28357281
989,Clichy - Levallois,48.89763745,2.297419948
990,Pont-Cardinet,48.88822016,2.313732452
991,Paris-Saint-Lazare,48.87593315,2.325727961
992,Noisy-le-Roi,48.84135964,2.061326813
993,Mareil-Marly,48.88099208,2.079177591
994,Saint-Germain-en-Laye-Bel-Air - Fourqueux,48.89460763,2.069937965
995,Saint-Germain-en-Laye-Grande-Ceinture,48.90320462,2.072971457
996,Paris-Montparnasse,48.84118692,2.320509228
997,Vanves - Malakoff,48.81838764,2.292061817
998,Clamart,48.81423945,2.274489674
999,Meudon,48.81488431,2.240919295
1000,Bellevue,48.8189478,2.229808006
1001,Sèvres-Rive-Gauche,48.82121704,2.214859791
1002,Chaville-Rive-Gauche,48.80468336,2.188630276
1003,Viroflay-Rive-Gauche,48.80071846,2.171389814
1004,Versailles-Chantiers,48.79528025,2.13605049
1005,Saint-Cyr,48.79870764,2.071847
1006,Fontenay-le-Fleury,48.80724661,2.040519203
1007,Villepreux - Les Clayes,48.82365327,1.992864532
1008,Plaisir - Les Clayes,48.83095953,1.960026563
1009,Plaisir - Grignon,48.83191618,1.944401753
1010,Villiers - Neauphle - Pontchartrain,48.81532862,1.877504204
1011,Montfort-l'Amaury - Méré,48.80260198,1.816466794
1012,Garancières - La Queue,48.81040246,1.765056758
1013,Orgerus - Béhoust,48.82657843,1.703218425
1014,Tacoignières - Richebourg,48.82942902,1.669010163
1015,Houdan,48.79602537,1.602701693
1016,Marchezais - Broué,48.76842178,1.513333052
1017,Dreux,48.73095467,1.369974234
1018,Beynes,48.85999873,1.87559559
1019,Mareil-sur-Mauldre,48.8932386,1.871738474
1020,Maule,48.90930537,1.857227541
1021,Nézel - Aulnay,48.93871924,1.840517032
1022,Épône - Mézières,48.96334411,1.809094509
1023,Mantes-la-Jolie,48.98950251,1.703016134
1024,Saint-Quentin-en-Yvelines Montigny-le-Bretonneux,48.78739024,2.04462199
1025,Trappes,48.77480281,2.006566872
1026,La Verrière,48.75538927,1.9438352
1027,Coignières,48.74348399,1.9210366
1028,Les Essarts-le-Roi,48.72191596,1.890004565
1029,Le Perray,48.69309659,1.856592065
1030,Rambouillet,48.64422195,1.83293547
1031,Paris-Est,48.87737562,2.359456617
1032,Chelles - Gournay,48.87414408,2.583331155
1033,Vaires - Torcy,48.87520827,2.637590721
1034,Lagny - Thorigny,48.88218914,2.706014181
1035,Esbly,48.90307292,2.810248219
1036,Montry - Condé,48.8908568,2.826405499
1037,Couilly - Saint-Germain - Quincy,48.88268104,2.854315928
1038,Villiers - Montbarbin,48.86329024,2.883201726
1039,Crécy-la-Chapelle,48.85955732,2.905736963
1040,Meaux,48.95726886,2.873448189
1041,Trilport,48.96022649,2.950060383
1042,Changis - Saint-Jean,48.95916406,3.026111296
1043,La Ferté-sous-Jouarre,48.95081999,3.124909022
1044,Nanteuil - Saâcy,48.97402658,3.219302813
1045,Nogent-l'Artaud - Charly,48.96927878,3.321886817
1046,Chézy-sur-Marne,48.99193822,3.364927129
1047,Château-Thierry,49.03794894,3.409597361
1048,Isles - Armentières - Congis,48.99841539,3.007953056
1049,Lizy-sur-Ourcq,49.02175727,3.031758446
1050,Crouy-sur-Ourcq,49.091883,3.062690406
1051,Mareuil-sur-Ourcq,49.13547414,3.075626564
1052,La Ferté-Milon,49.17950495,3.120612917
1053,Tournan,48.73948721,2.758824549
1054,Marles-en-Brie,48.7349393,2.86895583
1055,Mortcerf,48.78949668,2.907387272
1056,Guérard - La Celle-sur-Morin,48.81077532,2.953730384
1057,Faremoutiers - Pommeuse,48.80865396,2.993109893
1058,Mouroux,48.81379848,3.042938267
1059,Chailly - Boissy-le-Châtel,48.81444444,3.151944444
1060,Chauffry,48.81527778,3.171111111
1061,Saint-Siméon,48.79916667,3.208611111
1062,Saint-Rémy-la-Vanne,48.52914897,3.255368151
1063,Jouy-sur-Morin - Champgoulin,48.95081999,3.124909022
1064,Jouy-sur-Morin - Eustache,48.79083333,3.273888889
1065,Jouy-sur-Morin - Monument,48.79083333,3.273888889
1066,La Ferté-Gaucher,48.78222222,3.297777778
1067,La Ferté-Gaucher - Centre,48.78222222,3.297777778
1068,Verneuil-l'Étang,48.64437362,2.825169934
1069,Mormant,48.61401524,2.888252893
1070,Nangis,48.56212484,3.011769324
1071,Longueville,48.51375459,3.250034983
1072,Sainte-Colombe - Septveilles,48.52914897,3.255368151
1073,Champbenoist - Poigny,48.54559535,3.287312848
1074,Provins,48.55559156,3.302871223
1075,Paris-Gare-de-Lyon,48.84413935,2.373259978
1076,Melun,48.52724332,2.654990282
1077,Bois-le-Roi,48.47552307,2.692033264
1078,Fontainebleau-Forêt,48.44777778,2.729444444
1079,Fontainebleau - Avon,48.41637703,2.726661533
1080,Thomery,48.39430844,2.764028187
1081,Moret-Veneux-les-Sablons,48.37853492,2.79888308
1082,Saint-Mammès,48.38235801,2.815956767
1083,Montereau,48.3795261,2.942523413
1084,Montigny-sur-Loing,48.33648178,2.738001624
1085,Bourron-Marlotte - Grez,48.33268364,2.692480191
1086,Nemours - Saint-Pierre,48.26775811,2.685647093
1087,Bagneaux-sur-Loing,48.22954994,2.703936052
1088,Souppes - Château-Landon,48.18093686,2.736249843
1089,Dordives,48.14721804,2.762728387
1090,Ferrières - Fontenay,48.09650278,2.772302618
1091,Montargis,48.0070317,2.743038313
1092,Livry-sur-Seine,48.51026518,2.678973983
1093,Chartrettes,48.4870764,2.695037314
1094,Fontaine-le-Port,48.48722288,2.751153658
1095,Héricy,48.44288206,2.760926734
1096,Vulaines-sur-Seine - Samoreau,48.43097072,2.753177568
1097,Champagne-sur-Seine,48.40680563,2.799233558
1098,Vernou-sur-Seine,48.38677099,2.84203739
1099,La Grande-Paroisse,48.37879576,2.897201782
1100,La Verrière,48.75538927,1.9438352
1101,Trappes,48.77480281,2.006566872
1102,Saint-Quentin-en-Yvelines Montigny-le-Bretonneux,48.78739024,2.04462199
1103,Saint-Cyr,48.79870764,2.071847
1104,Versailles-Chantiers,48.79528025,2.13605049
1105,Chaville-Rive-Droite,48.81257172,2.188259859
1106,Sèvres - Ville-d'Avray,48.82723877,2.200721257
1107,Saint-Cloud,48.84610295,2.217621081
1108,Suresnes-Mont-Valérien,48.87171419,2.221029548
1109,Puteaux,48.88336234,2.233781681
1110,La Défense Grande Arche,48.89218708,2.237018056